Local time,Open,High,Low,Close,Volume
29.04.2023 23:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 00:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 00:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 01:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 01:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 02:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 02:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 03:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 03:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 04:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 04:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 05:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 05:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 06:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 06:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 07:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 07:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 08:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 08:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 09:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 09:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 10:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
